Provider_ID,Quarter,Staff_to_Patient_Ratio,RN_Hours_per_Patient_Day,Agency_Staff_Percent,Readmission_Cost_per_Case
241356,2025-07-01,4.46,5.63,12.36,10052.53
321308,2024-01-01,4.73,9.08,11.52,9739.26
321308,2024-04-01,4.92,9.37,10.94,9924.22
321308,2024-07-01,5.2,8.51,7.69,9618.59
321308,2024-10-01,6.13,9.01,8.27,8794.9
321308,2025-01-01,5.32,9.19,9.93,9682.29
321308,2025-04-01,5.29,9.02,8.19,9428.85
321308,2025-07-01,5.15,9.3,8.9,9973.28
241370,2024-01-01,4.34,5.41,14.12,10047.92
241370,2024-04-01,4.64,4.65,15.71,10031.53
241370,2024-07-01,4.1,5.51,15.85,10742.77
241370,2024-10-01,4.62,5.63,14.51,10033.65
241370,2025-01-01,4.69,4.7,13.29,10504.74
241370,2025-04-01,4.05,5.27,15.31,10167.63
241370,2025-07-01,4.57,5.68,15.02,10287.65
241355,2024-01-01,3.92,7.76,10.37,14704.28
241355,2024-04-01,4.01,7.08,10.95,14332.95
241355,2024-07-01,3.9,7.22,9.73,13948.97
241355,2024-10-01,3.94,7.5,9.51,14388.52
241355,2025-01-01,3.73,7.78,8.47,13809.4
241355,2025-04-01,3.97,7.5,9.92,14141.77
241355,2025-07-01,4.38,7.62,10.02,14322.2
521326,2024-01-01,5.16,10.49,5.61,10225.06
521326,2024-04-01,6.05,10.86,4.17,9896.53
521326,2024-07-01,5.99,10.37,3.64,9307.73
521326,2024-10-01,5.64,11.12,3.51,9186.51
521326,2025-01-01,5.92,11.12,4.45,9822.21
521326,2025-04-01,6.01,11.19,2.45,9510.52
521326,2025-07-01,6.68,10.56,3.45,9314.78
121300,2024-01-01,5.63,9.69,7.63,17178.65
121300,2024-04-01,5.4,9.16,8.49,16477.44
121300,2024-07-01,5.42,8.82,7.36,16051.25
121300,2024-10-01,5.66,9.67,8.49,16183.74
121300,2025-01-01,5.4,9.89,6.72,15557.03
121300,2025-04-01,6.14,9.42,7.64,15783.77
121300,2025-07-01,5.59,9.99,5.88,16848.37
161379,2024-01-01,4.88,9.91,17.53,11037.23
161379,2024-04-01,5.27,10.42,16.91,11317.36
161379,2024-07-01,4.62,10.51,16.17,11619.42
161379,2024-10-01,5.61,10.38,16.13,10584.5
161379,2025-01-01,5.03,10.62,15.27,11174.57
161379,2025-04-01,5.08,10.8,15.52,10832.55
161379,2025-07-01,5.31,11.0,16.46,10942.84
501327,2024-01-01,5.89,4.73,13.61,14963.72
501327,2024-04-01,5.61,4.77,14.71,14033.24
501327,2024-07-01,6.07,5.81,12.28,14445.29
501327,2024-10-01,6.1,5.24,14.74,14556.49
501327,2025-01-01,5.95,5.66,13.85,14852.7
501327,2025-04-01,6.13,6.07,12.37,14656.33
501327,2025-07-01,6.66,5.44,13.65,14337.11
341322,2024-01-01,4.49,8.33,10.43,13295.01
341322,2024-04-01,4.8,8.49,10.59,12814.1
341322,2024-07-01,5.27,9.21,10.57,12738.91
341322,2024-10-01,4.68,7.85,10.29,13185.4
341322,2025-01-01,4.79,8.84,10.87,13491.86
341322,2025-04-01,4.54,8.93,10.58,13162.21
341322,2025-07-01,4.83,8.74,10.33,13202.15
521340,2024-01-01,4.1,5.19,5.09,13982.96
521340,2024-04-01,4.15,5.91,3.81,13873.57
521340,2024-07-01,4.3,5.31,3.06,13732.87
521340,2024-10-01,4.95,5.64,4.53,14288.63
521340,2025-01-01,4.71,6.05,3.86,14401.38
521340,2025-04-01,4.64,5.44,3.74,14313.66
521340,2025-07-01,4.5,5.52,5.02,14505.86
301309,2024-01-01,6.54,7.56,0.0,9847.91
301309,2024-04-01,6.98,6.88,0.38,9975.59
301309,2024-07-01,6.58,7.48,2.96,9951.54
301309,2024-10-01,6.99,7.49,0.0,10176.74
301309,2025-01-01,6.61,7.94,3.18,10779.55
301309,2025-04-01,6.72,8.01,1.29,9971.21
301309,2025-07-01,7.28,7.06,0.8,9630.1
171383,2024-01-01,5.41,11.5,7.36,12651.06
171383,2024-04-01,5.68,11.61,7.62,12432.04
171383,2024-07-01,6.39,12.05,6.27,11878.89
171383,2024-10-01,5.93,11.88,7.21,11847.01
171383,2025-01-01,6.58,11.28,7.13,12638.92
171383,2025-04-01,6.07,12.32,5.97,12297.16
171383,2025-07-01,6.29,12.3,5.37,11413.9
141322,2024-01-01,5.62,7.59,11.69,10725.75
141322,2024-04-01,6.04,7.78,11.37,10450.02
141322,2024-07-01,6.45,8.28,10.36,10706.31
141322,2024-10-01,6.0,8.16,9.81,10516.21
141322,2025-01-01,5.8,7.6,10.78,9962.57
141322,2025-04-01,6.22,8.3,9.61,9709.42
141322,2025-07-01,6.48,8.13,8.01,9866.22
341326,2024-01-01,3.0,5.19,1.19,12482.24
341326,2024-04-01,3.47,4.7,1.11,12522.13
341326,2024-07-01,3.58,5.31,0.0,13142.84
341326,2024-10-01,3.42,5.62,0.06,12581.43
341326,2025-01-01,3.15,5.71,0.0,12800.76
341326,2025-04-01,3.57,4.97,0.0,12261.29
341326,2025-07-01,3.61,5.48,0.0,12358.01
531312,2024-01-01,6.41,6.57,7.63,15870.5
531312,2024-04-01,6.55,7.55,5.97,15698.07
531312,2024-07-01,6.69,7.35,6.23,15758.88
531312,2024-10-01,6.6,7.05,5.3,15222.42
531312,2025-01-01,6.82,7.34,5.6,16090.83
531312,2025-04-01,6.59,7.32,7.14,15475.84
531312,2025-07-01,7.46,7.43,6.2,15525.62
521358,2024-01-01,7.11,5.94,11.93,10572.97
521358,2024-04-01,7.01,6.21,14.47,10415.76
521358,2024-07-01,7.33,5.86,10.63,9577.95
521358,2024-10-01,7.13,6.84,11.1,9515.68
521358,2025-01-01,7.42,6.82,10.52,10057.1
521358,2025-04-01,6.98,6.6,11.44,10337.42
521358,2025-07-01,7.81,7.12,10.74,9581.38
201314,2024-01-01,6.79,8.67,8.9,12356.28
201314,2024-04-01,7.52,8.76,7.85,11684.06
201314,2024-07-01,7.45,8.34,9.66,12168.62
201314,2024-10-01,7.34,9.08,7.63,11967.07
201314,2025-01-01,7.87,8.84,9.18,11818.25
201314,2025-04-01,7.36,9.51,5.91,11362.51
201314,2025-07-01,7.9,9.31,6.3,11202.0
161362,2024-01-01,4.66,10.62,15.37,17714.23
161362,2024-04-01,4.68,10.86,14.91,18495.2
161362,2024-07-01,4.54,11.59,17.15,18182.75
161362,2024-10-01,4.47,11.32,13.27,17649.16
161362,2025-01-01,4.89,10.84,14.29,18129.8
161362,2025-04-01,4.78,11.7,13.34,17909.25
161362,2025-07-01,5.34,11.85,13.63,17328.2
471303,2024-01-01,5.14,11.93,10.54,18600.44
471303,2024-04-01,5.19,11.7,10.05,17284.72
471303,2024-07-01,5.26,11.88,7.71,17594.62
471303,2024-10-01,5.21,12.26,6.07,17409.17
471303,2025-01-01,5.84,12.79,6.07,16874.79
471303,2025-04-01,5.6,12.4,7.71,17110.11
471303,2025-07-01,5.3,12.49,6.93,18168.32
261337,2024-01-01,5.28,8.49,12.56,11175.93
261337,2024-04-01,5.57,8.17,12.08,10716.57
261337,2024-07-01,5.97,8.31,12.42,11348.0
261337,2024-10-01,5.5,8.36,11.69,11290.43
261337,2025-01-01,5.65,8.58,13.66,10016.82
261337,2025-04-01,5.63,9.02,11.27,10915.15
261337,2025-07-01,5.9,8.57,9.39,10121.02
341319,2024-01-01,4.32,5.99,4.25,8474.27
341319,2024-04-01,4.83,6.15,3.09,8528.26
341319,2024-07-01,4.66,6.45,4.68,8381.65
341319,2024-10-01,4.65,6.42,2.95,7858.1
341319,2025-01-01,4.49,6.25,5.41,7961.04
341319,2025-04-01,4.88,6.34,4.48,7318.89
341319,2025-07-01,5.24,6.67,3.35,8742.46
131325,2024-01-01,6.24,10.72,7.61,15147.07
131325,2024-04-01,5.88,11.17,9.71,15605.19
131325,2024-07-01,5.64,10.88,8.13,15034.45
131325,2024-10-01,6.29,11.59,10.27,14938.84
131325,2025-01-01,6.75,11.3,10.75,14958.55
131325,2025-04-01,6.39,11.58,8.34,15237.01
131325,2025-07-01,6.73,11.88,8.71,14635.5
151333,2024-01-01,6.72,7.1,0.98,13356.25
151333,2024-04-01,7.01,7.0,0.3,12978.16
151333,2024-07-01,6.64,7.49,1.01,13057.29
151333,2024-10-01,7.05,6.85,3.25,13094.93
151333,2025-01-01,7.72,7.23,0.91,12475.96
151333,2025-04-01,7.12,7.5,0.5,12850.06
151333,2025-07-01,7.79,7.57,0.0,12951.62
501326,2024-01-01,4.7,5.06,12.42,17111.55
501326,2024-04-01,4.52,5.65,11.56,16569.15
501326,2024-07-01,4.8,5.11,10.86,16606.48
501326,2024-10-01,4.38,5.21,10.24,16829.71
501326,2025-01-01,4.54,5.63,11.04,17019.03
501326,2025-04-01,4.99,4.78,13.38,16904.2
501326,2025-07-01,4.93,5.72,12.24,16710.01
171375,2024-01-01,6.47,11.34,8.61,13238.81
171375,2024-04-01,6.06,11.22,6.66,12728.32
171375,2024-07-01,6.21,11.97,8.3,13485.42
171375,2024-10-01,6.91,11.89,6.93,12072.11
171375,2025-01-01,6.4,11.83,6.45,11784.27
171375,2025-04-01,6.95,11.92,7.44,12609.95
171375,2025-07-01,6.85,12.27,6.51,11644.65
471305,2024-01-01,5.19,6.58,4.37,14989.31
471305,2024-04-01,5.56,6.73,4.61,15241.23
471305,2024-07-01,5.24,6.25,5.87,14589.1
471305,2024-10-01,5.75,6.61,4.86,14983.5
471305,2025-01-01,6.11,6.67,6.96,15845.08
471305,2025-04-01,5.9,6.54,5.22,15451.11
471305,2025-07-01,6.41,6.28,5.57,14877.38
181327,2024-01-01,4.82,10.65,10.28,13321.09
181327,2024-04-01,4.94,11.37,10.34,13565.86
181327,2024-07-01,5.41,10.69,9.58,13369.8
181327,2024-10-01,5.24,11.24,9.32,12397.6
181327,2025-01-01,5.4,11.53,9.7,13627.57
181327,2025-04-01,5.35,11.59,11.68,12884.9
181327,2025-07-01,5.33,11.56,10.24,13072.29
241353,2024-01-01,3.82,12.1,10.31,11389.55
241353,2024-04-01,4.17,11.48,11.39,11114.62
241353,2024-07-01,4.17,11.57,9.19,12087.16
241353,2024-10-01,3.83,12.12,8.48,11693.61
241353,2025-01-01,4.15,12.78,9.27,11688.05
241353,2025-04-01,4.19,12.1,8.6,11512.68
241353,2025-07-01,4.17,12.93,10.99,12233.82
171380,2024-01-01,5.08,7.45,11.7,12447.48
171380,2024-04-01,5.33,7.71,12.42,12455.19
171380,2024-07-01,5.36,6.95,13.49,12678.47
171380,2024-10-01,5.04,8.0,8.99,12819.28
171380,2025-01-01,5.77,8.26,11.55,12671.21
171380,2025-04-01,5.49,8.77,12.02,12856.15
171380,2025-07-01,5.51,8.16,9.95,11667.85
151324,2024-01-01,3.08,8.19,1.96,13376.19
151324,2024-04-01,3.11,8.08,1.93,13023.33
151324,2024-07-01,3.11,8.31,1.77,13983.12
151324,2024-10-01,3.21,7.54,0.0,13699.89
151324,2025-01-01,3.11,8.65,1.55,14362.49
151324,2025-04-01,3.23,8.15,2.24,13389.24
151324,2025-07-01,3.86,8.02,0.25,12472.62
471301,2024-01-01,3.32,11.13,6.04,9910.45
471301,2024-04-01,3.71,11.01,5.36,8665.48
471301,2024-07-01,3.6,11.25,7.79,9837.54
471301,2024-10-01,3.66,10.85,6.73,9858.1
471301,2025-01-01,3.19,10.92,6.8,9722.66
471301,2025-04-01,3.99,11.53,3.97,8814.97
471301,2025-07-01,4.39,11.86,4.84,9203.03
181328,2024-01-01,3.9,10.58,8.84,15945.23
181328,2024-04-01,3.46,10.55,8.08,16531.59
181328,2024-07-01,4.6,10.78,9.4,15207.03
181328,2024-10-01,3.88,10.53,8.68,16858.87
181328,2025-01-01,3.78,10.37,8.47,15932.98
181328,2025-04-01,4.25,11.64,6.52,16171.37
181328,2025-07-01,4.18,11.66,7.09,15824.3
261310,2024-01-01,3.47,10.51,16.5,11595.68
261310,2024-04-01,3.09,10.08,14.45,10791.98
261310,2024-07-01,3.44,10.93,15.74,11367.36
261310,2024-10-01,3.66,10.39,14.64,10922.54
261310,2025-01-01,3.79,10.57,15.02,11027.07
261310,2025-04-01,3.22,10.98,15.4,11101.69
261310,2025-07-01,3.62,10.57,13.44,11949.92
191304,2024-01-01,4.93,11.44,14.0,11191.97
191304,2024-04-01,5.27,11.34,15.52,12785.35
191304,2024-07-01,5.2,11.64,15.29,12040.09
191304,2024-10-01,5.85,12.02,13.48,11087.22
191304,2025-01-01,5.69,11.88,16.05,11754.98
191304,2025-04-01,5.61,12.65,14.03,10900.87
191304,2025-07-01,5.82,11.81,15.01,10872.47
141351,2024-01-01,4.8,9.19,10.42,16735.11
141351,2024-04-01,4.92,8.92,10.1,17412.1
141351,2024-07-01,4.76,9.69,10.91,17245.72
141351,2024-10-01,4.8,9.0,11.59,17565.31
141351,2025-01-01,4.37,10.05,11.02,16918.84
141351,2025-04-01,4.6,9.87,9.68,17479.09
141351,2025-07-01,4.83,9.24,8.25,15949.24
271336,2024-01-01,6.83,7.85,3.28,9704.25
271336,2024-04-01,6.85,8.59,3.61,10050.4
271336,2024-07-01,7.39,7.57,2.4,9011.99
271336,2024-10-01,7.19,8.17,2.47,9545.29
271336,2025-01-01,7.02,8.61,4.03,8943.05
271336,2025-04-01,7.31,8.0,4.85,9367.98
271336,2025-07-01,7.32,8.2,2.53,9421.88
181325,2024-01-01,6.67,11.66,11.89,12211.91
181325,2024-04-01,6.58,12.32,12.17,12095.97
181325,2024-07-01,6.59,12.0,10.16,11953.55
181325,2024-10-01,7.03,11.79,11.06,12212.43
181325,2025-01-01,6.87,13.62,12.61,12093.77
181325,2025-04-01,7.01,12.4,11.5,12290.82
181325,2025-07-01,7.14,13.27,9.22,11641.33
181309,2024-01-01,4.68,7.62,0.0,10219.81
181309,2024-04-01,4.16,7.83,2.57,10800.67
181309,2024-07-01,4.18,7.44,0.76,10689.27
181309,2024-10-01,4.76,7.6,0.0,9540.86
181309,2025-01-01,4.64,8.41,0.0,9570.23
181309,2025-04-01,4.76,7.83,0.51,9860.34
181309,2025-07-01,4.7,8.22,0.0,10442.98
141323,2024-01-01,6.27,6.88,11.33,16449.66
141323,2024-04-01,6.26,6.77,11.34,16838.89
141323,2024-07-01,6.22,7.68,11.51,16912.57
141323,2024-10-01,6.56,6.8,11.42,15864.24
141323,2025-01-01,6.32,6.99,10.44,17145.42
141323,2025-04-01,6.97,6.83,9.4,16904.7
141323,2025-07-01,6.76,7.14,9.25,15815.47
391300,2024-01-01,3.94,8.34,8.48,12272.9
391300,2024-04-01,3.87,8.54,7.56,11077.47
391300,2024-07-01,4.05,8.28,6.6,11178.18
391300,2024-10-01,3.92,8.84,8.63,11733.65
391300,2025-01-01,4.34,8.97,5.47,11757.1
391300,2025-04-01,4.24,8.76,5.95,11659.98
391300,2025-07-01,4.13,8.71,5.61,11931.03
171354,2024-01-01,2.74,8.08,12.78,14877.76
171354,2024-04-01,3.26,9.84,11.07,13555.84
171354,2024-07-01,3.29,9.43,12.01,15074.59
171354,2024-10-01,3.25,9.34,11.5,14499.97
171354,2025-01-01,3.19,8.84,11.93,14275.16
171354,2025-04-01,2.92,9.6,11.72,13561.23
171354,2025-07-01,3.61,9.85,10.7,13496.95
521333,2024-01-01,4.01,8.73,0.0,9063.51
521333,2024-04-01,3.94,8.24,0.0,9203.88
521333,2024-07-01,3.47,9.11,0.0,9392.01
521333,2024-10-01,3.54,8.45,0.37,9694.55
521333,2025-01-01,4.06,9.12,0.5,9069.76
521333,2025-04-01,3.74,9.05,1.41,10212.73
521333,2025-07-01,3.98,8.99,0.0,8288.19
181301,2024-01-01,6.82,7.35,1.1,13501.88
181301,2024-04-01,6.71,6.78,2.09,14350.61
181301,2024-07-01,7.08,6.59,2.45,13854.3
181301,2024-10-01,6.84,6.97,0.8,13904.37
181301,2025-01-01,7.8,7.03,0.0,12834.18
181301,2025-04-01,7.19,6.92,0.51,12774.4
181301,2025-07-01,7.84,7.24,1.17,13412.41
161356,2024-01-01,5.13,7.12,12.9,11257.12
161356,2024-04-01,4.65,7.15,14.29,10788.19
161356,2024-07-01,5.43,6.89,11.62,10801.68
161356,2024-10-01,6.03,7.54,12.29,10215.37
161356,2025-01-01,6.13,7.16,11.45,10506.79
161356,2025-04-01,5.75,6.68,12.66,10664.85
161356,2025-07-01,6.05,7.28,12.34,10944.67
181319,2024-01-01,6.83,6.5,7.3,9966.28
181319,2024-04-01,7.42,6.99,6.54,10322.62
181319,2024-07-01,7.08,7.72,4.1,9158.53
181319,2024-10-01,7.17,7.4,5.04,9501.72
181319,2025-01-01,6.98,7.34,5.0,9663.96
181319,2025-04-01,7.49,6.85,6.33,9578.15
181319,2025-07-01,7.69,7.63,5.99,10423.73
501336,2024-01-01,7.51,8.45,13.02,11072.24
501336,2024-04-01,7.29,8.69,11.99,11462.62
501336,2024-07-01,7.53,9.31,12.61,11487.56
501336,2024-10-01,7.55,9.49,12.28,10929.16
501336,2025-01-01,7.39,9.15,12.28,11314.21
501336,2025-04-01,7.63,8.94,12.12,11235.69
501336,2025-07-01,7.49,9.54,13.04,11736.14
141345,2024-01-01,3.89,6.94,8.3,13872.9
141345,2024-04-01,4.15,7.24,8.4,13209.94
141345,2024-07-01,4.33,7.42,8.74,13147.3
141345,2024-10-01,3.98,7.41,6.96,12870.55
141345,2025-01-01,4.21,7.94,6.1,13288.38
141345,2025-04-01,4.28,7.34,8.35,12950.52
141345,2025-07-01,4.41,7.65,7.62,13144.85
361316,2024-01-01,6.45,9.27,9.95,16237.66
361316,2024-04-01,6.77,7.87,9.77,15184.42
361316,2024-07-01,6.2,9.34,9.53,15435.04
361316,2024-10-01,7.26,9.81,10.47,15735.77
361316,2025-01-01,5.9,9.27,8.57,15612.56
361316,2025-04-01,6.71,9.16,10.81,14630.14
361316,2025-07-01,6.49,9.51,8.87,15139.12
171362,2024-01-01,4.17,10.5,1.41,8922.42
171362,2024-04-01,4.53,11.09,4.26,9272.33
171362,2024-07-01,3.98,11.23,2.22,8743.44
171362,2024-10-01,4.54,11.33,2.31,8343.6
171362,2025-01-01,4.7,11.03,3.82,8716.64
171362,2025-04-01,4.19,11.59,3.51,9720.89
171362,2025-07-01,4.28,11.27,2.2,9430.62
471304,2024-01-01,5.51,11.12,16.19,15954.21
471304,2024-04-01,5.32,11.41,16.26,15313.47
471304,2024-07-01,5.8,11.33,14.84,16134.75
471304,2024-10-01,4.8,11.71,14.8,16443.94
471304,2025-01-01,5.82,11.82,15.91,17224.39
471304,2025-04-01,5.66,11.49,14.5,15853.52
471304,2025-07-01,5.84,12.04,14.66,15643.61
521331,2024-01-01,4.04,8.0,7.79,9417.07
521331,2024-04-01,4.18,8.11,8.53,10070.49
521331,2024-07-01,4.49,8.23,8.57,9664.16
521331,2024-10-01,4.12,8.57,10.7,9577.71
521331,2025-01-01,5.16,8.18,9.01,9319.41
521331,2025-04-01,5.3,8.71,8.41,9596.14
521331,2025-07-01,5.23,8.53,8.29,9536.6
141343,2024-01-01,4.01,5.9,9.3,14265.37
141343,2024-04-01,4.33,6.04,12.68,15420.74
141343,2024-07-01,4.49,5.62,11.34,15228.91
141343,2024-10-01,4.68,5.75,12.08,15208.63
141343,2025-01-01,4.99,6.11,9.04,13544.06
141343,2025-04-01,4.58,6.23,10.26,14531.52
141343,2025-07-01,5.16,6.02,10.12,13996.03
191325,2024-01-01,5.05,10.93,9.37,13426.53
191325,2024-04-01,4.78,10.34,9.4,14351.95
191325,2024-07-01,5.01,10.81,8.47,13622.62
191325,2024-10-01,4.74,11.5,9.21,13922.82
191325,2025-01-01,5.14,12.24,10.05,13756.02
191325,2025-04-01,5.21,11.7,9.56,13600.29
191325,2025-07-01,5.28,11.53,10.29,13893.24
161363,2024-01-01,7.21,6.68,2.94,8966.89
161363,2024-04-01,7.07,6.1,2.48,8066.67
161363,2024-07-01,7.37,6.68,2.86,8660.25
161363,2024-10-01,7.57,7.46,1.19,7162.88
161363,2025-01-01,7.67,6.13,2.58,8062.71
161363,2025-04-01,7.61,7.19,2.65,8368.18
161363,2025-07-01,7.91,6.76,3.43,7690.96
261325,2024-01-01,3.12,9.01,15.47,17834.63
261325,2024-04-01,3.19,9.17,14.49,17576.15
261325,2024-07-01,2.82,8.69,13.59,18149.93
261325,2024-10-01,3.6,8.02,13.32,17482.62
261325,2025-01-01,2.88,9.56,15.31,17942.78
261325,2025-04-01,2.95,8.91,12.93,18027.68
261325,2025-07-01,3.19,9.64,13.49,17536.04
261311,2024-01-01,3.4,7.4,0.0,9559.5
261311,2024-04-01,3.14,7.83,0.0,10117.46
261311,2024-07-01,3.19,7.76,0.8,10585.43
261311,2024-10-01,2.99,7.71,0.91,11424.18
261311,2025-01-01,3.09,7.85,1.39,10519.48
261311,2025-04-01,3.3,8.23,0.45,10132.31
261311,2025-07-01,3.21,8.1,1.58,9903.19
161368,2024-01-01,3.54,6.6,3.21,15605.34
161368,2024-04-01,3.32,6.56,6.67,15677.26
161368,2024-07-01,3.31,6.76,4.43,15950.7
161368,2024-10-01,3.54,7.08,5.76,16224.95
161368,2025-01-01,3.26,6.62,6.14,16295.54
161368,2025-04-01,3.15,7.05,6.21,15649.12
161368,2025-07-01,3.49,7.26,4.24,15846.08
381315,2024-01-01,3.54,10.22,10.66,16698.55
381315,2024-04-01,3.74,10.65,9.31,16728.07
381315,2024-07-01,3.81,10.22,9.57,16511.55
381315,2024-10-01,3.72,10.25,9.61,17505.95
381315,2025-01-01,4.14,10.13,9.64,16678.96
381315,2025-04-01,4.0,10.27,9.64,16992.26
381315,2025-07-01,3.9,11.14,9.26,16973.82
451367,2024-01-01,6.43,9.42,1.15,8804.6
451367,2024-04-01,6.88,9.11,0.65,8594.72
451367,2024-07-01,7.41,9.09,1.6,8337.37
451367,2024-10-01,6.87,9.29,3.53,8941.95
451367,2025-01-01,7.58,10.22,0.52,8761.51
451367,2025-04-01,7.41,10.17,1.8,8663.71
451367,2025-07-01,7.94,9.63,0.75,7797.63
131321,2024-01-01,3.65,7.23,14.41,13576.78
131321,2024-04-01,4.26,6.69,13.98,13539.56
131321,2024-07-01,4.2,6.99,12.98,14130.14
131321,2024-10-01,4.21,7.12,13.6,14238.65
131321,2025-01-01,4.79,6.76,13.34,13933.29
131321,2025-04-01,4.55,7.38,13.25,13771.49
131321,2025-07-01,4.56,7.34,11.24,13669.78
141312,2024-01-01,5.19,6.12,10.57,14916.45
141312,2024-04-01,5.33,6.48,12.69,15228.6
141312,2024-07-01,5.49,6.03,13.82,14670.84
141312,2024-10-01,5.76,6.78,11.25,14797.9
141312,2025-01-01,5.97,6.75,10.29,14078.72
141312,2025-04-01,5.54,6.25,12.34,15314.32
141312,2025-07-01,6.1,6.97,9.36,12988.03
141331,2024-01-01,3.51,10.17,7.59,16834.48
141331,2024-04-01,3.99,10.19,6.35,16153.71
141331,2024-07-01,3.64,9.86,6.54,16460.51
141331,2024-10-01,3.44,10.42,7.03,16521.97
141331,2025-01-01,4.05,10.99,6.75,15734.76
141331,2025-04-01,3.93,10.63,5.01,14682.13
141331,2025-07-01,3.94,11.39,6.73,16367.47
261321,2024-01-01,3.34,5.23,0.39,15145.95
261321,2024-04-01,3.31,5.42,1.62,14589.19
261321,2024-07-01,3.43,5.63,0.0,15305.14
261321,2024-10-01,4.26,5.71,1.29,14771.23
261321,2025-01-01,3.56,5.6,2.34,15295.8
261321,2025-04-01,4.02,5.53,0.83,14835.42
261321,2025-07-01,4.28,5.9,3.34,14904.95
341305,2024-01-01,6.65,8.38,0.74,10333.38
341305,2024-04-01,7.07,8.57,3.76,9699.42
341305,2024-07-01,6.61,8.93,0.04,9107.05
341305,2024-10-01,7.35,9.0,0.87,8906.56
341305,2025-01-01,7.43,9.1,2.81,9450.44
341305,2025-04-01,7.62,8.82,0.45,9489.84
341305,2025-07-01,7.78,9.23,0.84,9572.88
301302,2024-01-01,3.54,5.5,8.42,14139.12
301302,2024-04-01,3.78,5.62,6.16,14931.36
301302,2024-07-01,3.39,5.27,8.04,14629.08
301302,2024-10-01,3.73,5.57,8.39,15464.67
301302,2025-01-01,3.79,5.33,8.04,14959.66
301302,2025-04-01,3.52,5.19,7.65,14834.31
301302,2025-07-01,4.03,5.69,8.08,14954.76
361321,2024-01-01,6.98,7.24,15.06,15169.39
361321,2024-04-01,6.9,8.07,14.71,16076.87
361321,2024-07-01,7.37,7.65,12.99,14523.81
361321,2024-10-01,7.46,8.31,12.16,14693.34
361321,2025-01-01,7.56,7.49,13.4,14936.21
361321,2025-04-01,7.51,8.03,10.78,14502.99
361321,2025-07-01,7.5,8.17,13.39,15193.83
361328,2024-01-01,5.74,5.98,11.75,12032.2
361328,2024-04-01,5.71,6.73,10.96,11439.58
361328,2024-07-01,5.61,5.91,10.09,11306.91
361328,2024-10-01,6.25,5.96,9.31,11591.81
361328,2025-01-01,6.14,6.82,10.77,11266.17
361328,2025-04-01,6.26,6.38,10.04,11032.67
361328,2025-07-01,6.04,6.97,9.75,10796.12
361306,2024-01-01,6.56,9.48,2.24,8372.7
361306,2024-04-01,6.91,9.57,1.93,7801.24
361306,2024-07-01,7.6,9.57,4.27,8312.41
361306,2024-10-01,7.06,10.16,3.21,8416.24
361306,2025-01-01,7.61,10.24,2.35,7793.81
361306,2025-04-01,7.29,10.58,4.61,7611.02
361306,2025-07-01,7.81,10.43,3.97,7545.8
361324,2024-01-01,6.85,5.59,13.59,13212.85
361324,2024-04-01,6.64,5.29,13.09,12763.51
361324,2024-07-01,6.67,5.18,12.54,12435.26
361324,2024-10-01,7.38,5.55,10.31,12133.4
361324,2025-01-01,7.51,5.19,11.58,12380.91
361324,2025-04-01,7.33,5.51,11.78,11938.87
361324,2025-07-01,7.61,5.24,11.55,12672.77
451346,2024-01-01,5.5,11.15,18.02,14473.16
451346,2024-04-01,5.62,11.75,15.68,14618.41
451346,2024-07-01,6.26,11.53,16.24,14304.02
451346,2024-10-01,5.82,11.53,15.22,14647.9
451346,2025-01-01,6.59,12.68,15.22,14780.72
451346,2025-04-01,6.33,12.21,16.32,14587.4
451346,2025-07-01,6.27,12.33,15.23,14543.38
471307,2024-01-01,4.72,7.52,9.79,9977.6
471307,2024-04-01,4.63,7.54,9.09,11140.01
471307,2024-07-01,4.57,7.48,10.53,11335.84
471307,2024-10-01,4.16,8.33,8.42,10928.31
471307,2025-01-01,5.08,7.63,8.63,10137.22
471307,2025-04-01,4.95,8.1,8.34,9486.33
471307,2025-07-01,4.73,8.44,7.87,10561.6
521338,2024-01-01,3.24,7.88,13.69,15679.91
521338,2024-04-01,4.26,7.69,12.51,14816.13
521338,2024-07-01,3.62,8.77,13.12,15424.28
521338,2024-10-01,3.86,8.09,13.96,14914.76
521338,2025-01-01,3.84,7.62,12.88,15105.44
521338,2025-04-01,4.28,7.55,11.78,14419.76
521338,2025-07-01,3.78,8.55,10.3,14844.91
521321,2024-01-01,3.24,6.0,12.03,10456.77
521321,2024-04-01,3.37,5.05,12.23,10413.03
521321,2024-07-01,3.81,5.97,12.25,10025.65
521321,2024-10-01,3.93,5.2,10.7,10150.16
521321,2025-01-01,3.41,5.81,10.85,10234.91
521321,2025-04-01,3.39,6.36,9.88,9270.84
521321,2025-07-01,3.26,5.9,9.19,9706.6
521325,2024-01-01,7.26,8.65,9.2,12574.27
521325,2024-04-01,7.49,8.89,7.9,12543.77
521325,2024-07-01,6.86,8.69,9.25,13184.17
521325,2024-10-01,7.26,8.56,7.37,12505.9
521325,2025-01-01,7.7,8.64,10.11,12821.88
521325,2025-04-01,7.88,8.56,9.03,13126.96
521325,2025-07-01,7.41,9.29,8.19,12807.04
371328,2024-01-01,4.77,7.15,7.11,9789.84
371328,2024-04-01,4.41,7.26,7.22,9842.44
371328,2024-07-01,5.33,7.78,5.74,9384.68
